Data_dt,Data,Product,Sku,Sensation_Posizione,Sensation_Prezzo,Comp_rank_1,Comp_1_Prezzo,Comp_rank_2,Comp_3_prezzo,Comp_rank_4,Comp_4_prezzo,Comp_rank_5,Comp_5_prezzo
29/01/2026,29/01/2026,Jean Paul Gaultier Scandal Absolu Parfum Concentré 50ml,151793,4,"€ 84,80",Notino,"€ 78,08",Profumeria Ideale,"82,7",Greta Profumerie,"84,77",Sensation Profumerie,
29/01/2026,29/01/2026,Jean Paul Gaultier Scandal Intense Eau de Parfum 30ml,159842,2,"€ 53,99",Notino,"€ 49,68",Sensation Profumerie,"53,99",Profumerie Cirrottola,"54,53",Profumerie Mallardo,
29/01/2026,29/01/2026,Jean Paul Gaultier Scandal Le Parfum For Her 50ml,146004,4,"€ 77,05",Notino,"€ 70,96",Parfumdreams,"75,88",Flaconi,"75,99",Sensation Profumerie,
29/01/2026,29/01/2026,Jo Malone English Pear & Sweet Pea Cologne 30ml,156594,2,"€ 75,00",Jolie Profumerie,"€ 75,00",Sensation Profumerie,75,Ideabellezza,75,-,
29/01/2026,29/01/2026,Jo Malone Poppy & Barley Cologne 30ml,156616,8,"€ 75,00",Brasty,"€ 54,05",eCharme,"61,5",Bontempo Profumi,"71,25",Ditano,
29/01/2026,29/01/2026,Kenzo Homme Eau de Toilette Intense 40ml,134252,11,"€ 43,05",Notino,"€ 34,48",ProfumeriaWeb,"36,52",Pharmasi,"36,66",Farmacia Soccavo,
29/01/2026,29/01/2026,La Mer Crema Rigenerante intensa 30ml,168686,2,"€ 163,80",Parfumdreams,"€ 147,00",Sensation Profumerie,"163,8",Bontempo Profumi,"166,03",eCharme,
29/01/2026,29/01/2026,Lancaster My Sun Routine Duo SPF30 Latte Solare + Doposole,160136,1,"€ 26,90",Sensation Profumerie,"€ 26,90",Sabbioni,"36,4",Estasi Profumerie,"36,4",Pinalli,
29/01/2026,29/01/2026,Lancaster Sun Sensitive Latte Fluido Oli-Free SPF50 50ml,133192,6,"€ 23,90",Profumerie Cirrottola,"€ 19,59",Notino,"19,7",Parfumdreams,"20,19",Flaconi,
29/01/2026,29/01/2026,Lancôme Effacernes Longue Tenue Correttore 04 Beige Rosé,106927,4,"€ 28,01",Profumerie Cirrottola,"€ 27,18",Greta Profumerie,"27,2",Bontempo Profumi,"27,79",Sensation Profumerie,
29/01/2026,29/01/2026,Lancôme L'absolu Rouge Cream Rossetto 253 Mademoiselle-Amanda,136764,5,"€ 30,15",Profumerie Cirrottola,"€ 28,71",Parfumdreams,"29,2",Greta Profumerie,"29,67",Bontempo Profumi,
29/01/2026,29/01/2026,Lancôme La Vie Est Belle Eau de Parfum 150ml,150030,2,"€ 115,00",Parfumdreams,"€ 109,90",Sensation Profumerie,115,Flaconi,118,Ditano,
29/01/2026,29/01/2026,Lancôme La Vie Est Belle En Rose Eau de Toilette 50ml,123770,1,"€ 71,44",Sensation Profumerie,"€ 71,44",Marisa Profumerie,76,eCharme,"76,97",Estasi Profumerie,
29/01/2026,29/01/2026,Lancôme La Vie Est Belle Soleil Cristal Eau de Parfum 50ml,132877,4,"€ 77,94",Bontempo Profumi,"€ 70,72",Profumerie Mallardo,"71,5",Estasi Profumerie,"71,94",Sensation Profumerie,
29/01/2026,29/01/2026,Lancôme Rénergie C.R.X. Triple Serum Retinol Siero Anti-età 20ml,158969,4,"€ 64,92",Parfumdreams,"€ 61,91",Bontempo Profumi,"63,97",Profumerie Mallardo,"64,5",Sensation Profumerie,
29/01/2026,29/01/2026,Lancôme Rénergie Multi-Lift Crema 75ml,107701,1,"€ 109,00",Sensation Profumerie,"€ 109,00",Profumeria Ideale,"111,23",Marisa Profumerie,119,Amazon,
29/01/2026,29/01/2026,Laura Biagiotti Aqve Romane Uva Dulcis Eau de Toilette 100ml,155021,7,"€ 42,90",Casa del Profumo,"€ 25,95",Parfumdreams,"37,32",Pharmasi,"38,77",Greta Profumerie,
29/01/2026,29/01/2026,Laura Biagiotti Roma Fiori Bianchi Eau de Toilette 50ml,145459,5,"€ 32,90",ProfumeriaWeb,"€ 27,52",Pharmasi,"30,11",Greta Profumerie,"31,59",Marisa Profumerie,
29/01/2026,29/01/2026,L'Oréal Infaillible 24H Fresh Wear Fondotinta 140 Beige Dore,123139,5,"€ 15,68",Amazon,"€ 10,44",Amazon,"13,53",Profumerie Cirrottola,"14,51",Notino,
29/01/2026,29/01/2026,L'Oréal Infaillible 24H Fresh Wear Fondotinta 250 Sable,159316,2,"€ 15,68",Profumerie Cirrottola,"€ 14,51",Sensation Profumerie,"15,68",Bontempo Profumi,"18,84",Amazon,
29/01/2026,29/01/2026,L'Oréal Infallible Skin Ink Fondotinta Correttore 2 in 1 140 Light Warm,167990,4,"€ 15,98",Amazon,"€ 13,55",Ideabellezza,"14,1",Notino,"14,1",Sensation Profumerie,
29/01/2026,29/01/2026,MAC Studio Fix Fluid Fondotinta SPF15 NC13,153617,2,"€ 36,00",Ideabellezza,"€ 31,20",Sensation Profumerie,36,Notino,"38,3",-,
29/01/2026,29/01/2026,Matrix Biolage ColorLast Deep Treatment Maschera 100ml,157825,1,"€ 13,78",Sensation Profumerie,"€ 13,78",Ditano,"16,92",Love The Hair,"17,7",-,
29/01/2026,29/01/2026,Matrix Biolage SmoothProof Shampoo 250ml,157848,1,"€ 13,78",Sensation Profumerie,"€ 13,78",eCharme,"14,85",-,-,-,
29/01/2026,29/01/2026,Matrix Total Results Color Obsessed Conditioner 1000ml,157880,1,"€ 27,71",Sensation Profumerie,"€ 27,71",Sensation Profumerie,"33,11",-,-,-,
29/01/2026,29/01/2026,Matrix Total Results High Amplify Conditioner 1000ml,157891,2,"€ 27,53",Notino,"€ 22,40",Sensation Profumerie,"27,53",-,-,-,
29/01/2026,29/01/2026,Matrix Total Results Miracle Creator Trattamento Spray 190ml,157924,2,"€ 13,49",Notino,"€ 12,50",Sensation Profumerie,"13,49",Pinalli,"20,5",-,
29/01/2026,29/01/2026,Michael Kors Pour Femme Eau de Parfum 30ml,153564,15,"€ 58,50",Notino,"€ 36,00",Casa del Profumo,"43,45",Profumerie Sergnese,"48,75",Gibin Profumerie,
29/01/2026,29/01/2026,Monotheme White Musk Eau de Toilette 100ml,109412,4,"€ 12,90",Casa del Profumo,"€ 10,80",Anelli Profumeria,"11,9",ProfumeriaWeb,"12,23",Sensation Profumerie,
29/01/2026,29/01/2026,Montblanc Signature Eau de Parfum 50ml,165330,14,"€ 51,00",My Beauty Self,"€ 23,40",Casa del Profumo,"25,45",Notino,"28,88",My Beauty Self,
29/01/2026,29/01/2026,Nabeel Acqua di Nabeel Absolute Eau de Parfum 100ml,153302,3,"€ 38,25",Amazon,"€ 29,00",Profumeria Ideale,"33,54",Sensation Profumerie,"38,25",Profumo Mania,
29/01/2026,29/01/2026,Nabeel Maghateer Kilsa Eau de Parfum 100ml,155511,8,"€ 58,65",Fragranzia,"€ 41,00",Sabbioni,"41,4",Profumeria Ideale,"49,85",Amazon,
29/01/2026,29/01/2026,Nabeel Mastermind Rouge Eau de Parfum 100ml,160937,2,"€ 34,00",Farmacie del Sorriso,"€ 33,90",Sensation Profumerie,34,Amazon,"34,5",Profumeria Ideale,
29/01/2026,29/01/2026,Naj Oleari Creamy Delight Lipstick 07 Orchidea,141132,4,"€ 19,25",Bontempo Profumi,"€ 16,81",Ditano,"17,5",Sabbioni,"17,5",Sensation Profumerie,
29/01/2026,29/01/2026,Narciso Rodriguez All Of Me Intense Eau de Parfum 50ml,156044,15,"€ 88,40",Parfimo,"€ 59,75",Casa del Profumo,"60,95",Flaconi,"64,79",Brasty,
29/01/2026,29/01/2026,Narciso Rodriguez For Him Vetiver Musc Eau de Toilette 50ml,151719,7,"€ 58,48",Notino,"€ 50,96",Profumerie Mallardo,51,Parfumdreams,"52,34",Flaconi,
29/01/2026,29/01/2026,Narciso Rodriguez Narciso Radiante Eau de Parfum 90ml,159702,11,"€ 102,68",Casa del Profumo,"€ 72,39",Parfimo,"76,2",Notino,"88,56",Profumerie Cirrottola,
29/01/2026,29/01/2026,Narciso Rodriguez Pure Musc for Her Eau de Parfum 150ml,128386,5,"€ 132,60",Notino,"€ 116,96",Jasmine Parfums,"118,9",Profumerie Sergnese,"126,43",Rizzi Profumerie,
29/01/2026,29/01/2026,Prada Infusion d'Amande Eau de Parfum 100ml,145408,5,"€ 117,00",Profumerie Mallardo,"€ 108,00",Profumerie Cirrottola,"116,08",Rizzi Profumerie,117,Sensation Profumerie,
29/01/2026,29/01/2026,Prada Infusion de Vetiver 100ml,145407,3,"€ 113,69",Profumeria Lady,"€ 103,98",Brasty,"104,92",Sensation Profumerie,"113,69",Marisa Profumerie,
29/01/2026,29/01/2026,Prada Infusion d'Ylang Eau de Parfum 100ml,138326,7,"€ 117,00",Casa del Profumo,"€ 89,95",Bontempo Profumi,"97,9",Profumerie Cirrottola,"101,93",Profumerie Mallardo,
29/01/2026,29/01/2026,Prada La Femme Eau de Parfum 100ml,108931,7,"€ 115,64",Jasmine Parfums,"€ 82,90",Bontempo Profumi,"97,18",Fragranzia,102,Profumerie Cirrottola,
29/01/2026,29/01/2026,Prada La Femme Eau de Parfum 50ml,108932,6,"€ 84,50",Profumerie Cirrottola,"€ 77,62",Bontempo Profumi,"77,77",Greta Profumerie,"81,62",Brasty,
29/01/2026,29/01/2026,Prada L'Homme Eau de Toilette 50ml,108924,4,"€ 57,79",Casa del Profumo,"€ 53,95",Profumerie Cirrottola,"55,43",Bontempo Profumi,"55,54",Sensation Profumerie,
29/01/2026,29/01/2026,Prada Luna Rossa Ocean Eau de Toilette 150ml,137910,1,"€ 85,00",Sensation Profumerie,"€ 85,00",Marionnaud,"85,9",Profumerie Mallardo,93,Greta Profumerie,
29/01/2026,29/01/2026,Prada Paradoxe Eau de Parfum 30ml,154112,15,"€ 62,99",Ditano,"€ 56,54",Profumerie Mallardo,57,Flaconi,"57,34",eCharme,
29/01/2026,29/01/2026,Prada Paradoxe Eau de Parfum Ricarica 100ml,138957,4,"€ 98,80",Brasty,"€ 95,34",Greta Profumerie,"95,5",Bontempo Profumi,"97,56",Sensation Profumerie,
29/01/2026,29/01/2026,Pupa Made To Last Definition Eyes Matita 502 Elegant Peacock,106628,5,"€ 12,68",Econviene,"€ 9,75",Profumo Mania,"11,9",Bontempo Profumi,"12,2",Marisa Profumerie,
29/01/2026,29/01/2026,Pupa Made To Last Definition Eyes Matita 503 Gem Malaquite,106629,5,"€ 12,68",ProfumeriaWeb,"€ 11,85",Bontempo Profumi,"12,2",Marisa Profumerie,"12,5",Farmacia Soccavo,
29/01/2026,29/01/2026,Pupa Made to Last Waterproof Eyeshadow 019 Anthracite,111337,4,"€ 12,68",eCharme,"€ 11,89",Marisa Profumerie,"12,5",Farmacia Soccavo,"12,6",Sensation Profumerie,
29/01/2026,29/01/2026,Pupa Miss Starlight Rossetto 704,128343,3,"€ 12,68",Profumo Mania,"€ 12,00",Marisa Profumerie,"12,5",Sensation Profumerie,"12,68",Antica farmacia Orlandi,
29/01/2026,29/01/2026,Pupa Multiplay Matita 72 Mahogany Heart,119465,3,"€ 13,00",Bontempo Profumi,"€ 10,63",Ideabellezza,"12,8",Sensation Profumerie,13,Antica farmacia Orlandi,
29/01/2026,29/01/2026,Pupa Push Me Fast Volumizzante Seno Azione Rapida 75ml,137560,2,"€ 28,60",Ditano,"€ 26,00",Sensation Profumerie,"28,6",Amazon,"29,9",Profumeria Ideale,
29/01/2026,29/01/2026,Pupa Vamp! Creamy Duo Matita Labbra 004 Light Rose,144706,6,"€ 14,30",Ideabellezza,"€ 12,90",eCharme,"13,42",Amazon,"13,5",Bontempo Profumi,
29/01/2026,29/01/2026,Pupa Vamp! Creamy Duo Matita Labbra 011 Orange Red,144713,5,"€ 14,30",Marionnaud,"€ 7,00",Ideabellezza,"12,9",Bontempo Profumi,"13,77",Farmacia Soccavo,
29/01/2026,29/01/2026,Pupa Vamp! Creamy Duo Matita Labbra 012 Cherry Red,144714,4,"€ 14,30",Marionnaud,"€ 7,00",Ideabellezza,"12,9",Bontempo Profumi,"13,77",Sensation Profumerie,
29/01/2026,29/01/2026,Pupa Vamp! Lip Pencil Matita 2 in 1 007 Charming Peony,134822,4,"€ 13,65",eCharme,"€ 12,82",Ditano,"13,39",Bontempo Profumi,"13,41",Sensation Profumerie,
29/01/2026,29/01/2026,Pupa Vamp! Lip Pencil Matita 2 in 1 011 Iconic Red,134826,4,"€ 13,65",Ditano,"€ 13,39",Farmacia Soccavo,"13,56",Redcare,"13,63",Sensation Profumerie,
29/01/2026,29/01/2026,Pupa Wonder Me 3 In 1 Correttore Multifunzione 040 Intense Warm Beige,157978,3,"€ 14,24",Pharmasi,"€ 13,36",Profumerie Cirrottola,"14,11",Sensation Profumerie,"14,24",Marisa Profumerie,
29/01/2026,29/01/2026,Pupa Wonder Me Fondotinta Fluido 060 Biscuit,132055,7,"€ 16,84",Marionnaud,"€ 8,00",Pharmasi,"15,8",Ideabellezza,"16,4",Marisa Profumerie,
29/01/2026,29/01/2026,Salvatore Ferragamo Fiamma Eau de Parfum Ricarica 100ml,160360,2,"€ 57,30",Pharmasi,"€ 49,64",Sensation Profumerie,"57,3",Profumerie Cirrottola,"61,59",Greta Profumerie,
29/01/2026,29/01/2026,Salvatore Ferragamo Signorina Unica Eau de Parfum 50ml,152826,7,"€ 55,80",Notino,"€ 31,68",Casa del Profumo,"34,03",Marisa Profumerie,47,eCharme,
29/01/2026,29/01/2026,Sensai Cellular Performance Emulsion II Moist 50ml,143622,2,"€ 51,66",Parfumdreams,"€ 50,95",Sensation Profumerie,"51,66",Profumeria Ideale,"53,02",Ditano,
29/01/2026,29/01/2026,Sensai Cellular Performance Wrinkle Repair Cream 40ml,143651,7,"€ 217,30",Notino,"€ 191,10",Amazon,"191,57",Profumerie Cirrottola,"198,83",Redcare,
29/01/2026,29/01/2026,Shiseido Essential Energy Hydrating Crema Idratante 50ml,137420,18,"€ 51,80",Jasmine Parfums,"€ 36,90",Pharmasi,"39,15",Flaconi,"40,59",Profumerie Cirrottola,
29/01/2026,29/01/2026,Shiseido Ginza Eau de Parfum 30ml,133062,42,"€ 50,40",Parfimo,"€ 31,85",Estasi Profumerie,39,Flaconi,"40,79",Profumerie Cirrottola,
29/01/2026,29/01/2026,Shiseido Ginza Eau de Parfum 90ml,159677,33,"€ 94,50",Brasty,"€ 59,90",Flaconi,"71,88",Flaconi,"71,99",Estasi Profumerie,
29/01/2026,29/01/2026,Shiseido ModernMatte Powder Rossetto 531 Shadow Dancer,129400,1,"€ 15,00",Sensation Profumerie,"€ 15,00",Profumerie Cirrottola,"18,9",1000 Farmacie,"25,79",-,
29/01/2026,29/01/2026,Shiseido Vital Perfection LiftDefine Radiance Siero 80ml,137756,7,"€ 168,70",Profumerie Cirrottola,"€ 139,20",Redcare,"149,98",Ditano,150,Redcare,
29/01/2026,29/01/2026,Shiseido Waso Yuzu-C Beauty Sleeping Maschera 50ml Ricarica,138103,7,"€ 26,60",Profumerie Cirrottola,"€ 21,60",Bontempo Profumi,"24,49",Notino,"24,9",Flaconi,
29/01/2026,29/01/2026,Shiseido White Lucent Illuminating Micro-Spot Serum 30ml,129015,9,"€ 90,30",Jasmine Parfums,"€ 78,90",Profumerie Mallardo,"79,5",Greta Profumerie,"83,85",Bontempo Profumi,
29/01/2026,29/01/2026,Shiseido Yuzu-C Eye Awakening Essence Contorno Occhi 20ml,141005,10,"€ 25,20",Jasmine Parfums,"€ 17,90",Profumerie Cirrottola,"20,4",Flaconi,"20,79",eCharme,
29/01/2026,29/01/2026,Sisley Gel Nettoyant Gommant 100ml,109269,7,"€ 93,60",Farmadott,"€ 84,00",Profumeria Ideale,"84,85",Parfumdreams,"88,2",Greta Profumerie,
29/01/2026,29/01/2026,Sisley Hair Rituel Restructuring Conditioner 200ml,118147,6,"€ 55,38",Parfumdreams,"€ 53,19",ProfumeriaWeb,"53,21",Amoretti Profumi,"53,26",Greta Profumerie,
29/01/2026,29/01/2026,Sisley Hair Rituel Revitalizing Voluminizing Shampoo 200ml,118145,7,"€ 60,45",Parfumdreams,"€ 57,40",Amoretti Profumi,"58,13",Ideabellezza,"58,3",Profumeria Ideale,
29/01/2026,29/01/2026,Sisley Izia Eau de Parfum 30ml,112143,8,"€ 79,56",Profumo Mania,"€ 63,90",Farmadott,"66,3",Notino,"69,36",Parfumdreams,
29/01/2026,29/01/2026,Sisley Izia Eau de Parfum 50ml,112144,8,"€ 107,64",Profumo Mania,"€ 86,94",Parfumdreams,"95,9",ProfumeriaWeb,"100,76",Notino,
29/01/2026,29/01/2026,Sisley Izia La Nuit Eau de Parfum 30ml,132529,9,"€ 97,89",Brasty,"€ 71,90",Profumo Mania,"79,38",Farmadott,"81,58",Notino,
29/01/2026,29/01/2026,Sisley L'Eau Rêvée d'Eliya Eau de Toilette 100ml,145692,10,"€ 117,78",Casa del Profumo,"€ 73,76",Brasty,"91,04",Profumo Mania,"94,5",Farmadott,
29/01/2026,29/01/2026,Sisley Soir de Lune Crema Profumata Idratante 150ml,109365,3,"€ 87,75",Brasty,"€ 78,61",ProfumeriaWeb,"82,3",Sensation Profumerie,"87,75",Amoretti Profumi,
29/01/2026,29/01/2026,Sisley Soir d'Orient 100ml,109354,9,"€ 201,63",Brasty,"€ 101,33",Casa del Profumo,"109,95",Profumo Mania,"160,2",Notino,
29/01/2026,29/01/2026,Thierry Mugler Cofanetto Alien Latte Corpo + Profumo 30ml + Pennello Profumo,164438,5,"€ 99,00",Profumerie Mallardo,"€ 88,50",Notino,92,Sabbioni,"92,75",Profumo Mania,
29/01/2026,29/01/2026,Thierry Mugler Alien Goddess Intense Eau de Parfum 60ml,141991,6,"€ 91,73",Casa del Profumo,"€ 59,64",Brasty,"59,65",Profumeria Ideale,"78,78",ProfumeriaWeb,
29/01/2026,29/01/2026,Thierry Mugler Cofanetto Alien Profumo + Crema + Gel Doccia,164436,8,"€ 74,90",Notino,"€ 59,36",Profumerie Sergnese,"61,1",Rizzi Profumerie,"62,98",Greta Profumerie,
29/01/2026,29/01/2026,Tiffany Sheer Eau de Toilette 50ml,122796,3,"€ 62,40",Casa del Profumo,"€ 42,45",Notino,"50,32",Sensation Profumerie,"62,4",Amazon,
29/01/2026,29/01/2026,Tom Ford Black Orchid Parfum 100ml,164320,18,"€ 185,25",Casa del Profumo,"€ 130,95",Jasmine Parfums,"142,9",My Beauty Self,"154,7",Fragranzia,
29/01/2026,29/01/2026,Tom Ford Neroli Portofino Eau de Parfum 30ml,106558,3,"€ 120,00",Casa del Profumo,"€ 85,95",Bontempo Profumi,"116,38",Sensation Profumerie,120,eCharme,
29/01/2026,29/01/2026,Tom Ford Oud Wood Eau de Parfum 30ml,136217,4,"€ 120,00",Casa del Profumo,"€ 101,51",Jasmine Parfums,"109,9",Bontempo Profumi,111,eCharme,
29/01/2026,29/01/2026,Tom Ford Soleil Blanc Eau de Parfum 30ml,146615,4,"€ 120,00",Casa del Profumo,"€ 108,23",Brasty,"108,24",Bontempo Profumi,"115,9",Sensation Profumerie,
29/01/2026,29/01/2026,Trussardi Cofanetto Uomo Eau de Toilette Profumo 100ml + Gel Doccia 100ml,163676,3,"€ 59,90",Profumerie Mallardo,"€ 44,50",eCharme,"44,9",Sensation Profumerie,"59,9",-,
29/01/2026,29/01/2026,Trussardi Ruby Red Eau de Parfum 30ml,150115,5,"€ 32,90",Profumeria Ideale,"€ 21,74",Casa del Profumo,"24,06",Flaconi,"26,89",ProfumeriaWeb,
29/01/2026,29/01/2026,Valentino Born In Roma Coral Fantasy Eau de Parfum 30ml,137911,5,"€ 62,93",Profumerie Cirrottola,"€ 54,06",Profumeria Lady,"58,44",Bontempo Profumi,"59,21",Parfumdreams,
29/01/2026,29/01/2026,Valentino Born In Roma Uomo Eau de Toilette 50ml,126970,10,"€ 66,50",Casa del Profumo,"€ 54,95",Profumerie Sergnese,"59,74",Profumerie Cirrottola,"61,24",Notino,
29/01/2026,29/01/2026,Versace Bright Crystal Absolu Eau de Parfum 30ml,100289,5,"€ 58,80",Parfimo,"€ 34,92",Notino,"46,8",Profumeria Ideale,"47,78",Sensation Profumerie,
29/01/2026,29/01/2026,Versace Dylan Blue Pour Homme Deodorante stick,109919,2,"€ 23,80",Greta Profumerie,"€ 22,44",Sensation Profumerie,"23,8",Casa del Profumo,"24,2",Profumeria Ideale,
29/01/2026,29/01/2026,Wella Color Fresh Maschera Pigmentata Rose Blaze,161325,5,"€ 16,51",Flaconi,"€ 12,79",Parfumdreams,"12,86",Profumerie Cirrottola,"13,2",Ditano,
29/01/2026,29/01/2026,Yves Saint Laurent All Hours Fondotinta Liquido DN5,138998,7,"€ 43,33",Flaconi,"€ 34,58",Profumerie Cirrottola,"37,44",Parfumdreams,"38,32",Profumerie Mallardo,
29/01/2026,29/01/2026,Yves Saint Laurent Black Opium Over Red Eau de Parfum 50ml,151627,9,"€ 92,33",Casa del Profumo,"€ 76,95",Notino,80,Profumerie Cirrottola,"81,34",Parfumdreams,
29/01/2026,29/01/2026,Acqua di Parma Gelsomino A Freddo Eau de Parfum 100ml,165965,2,"€ 248,00",Fragranzia,"€ 209,00",Sensation Profumerie,248,Sabbioni,310,Pinalli,
29/01/2026,29/01/2026,Bulgari Aqua Pour Homme Eau de Toilette 100ml,160717,3,"€ 98,33",Flaconi,"€ 91,50",Greta Profumerie,"95,44",Sensation Profumerie,"98,33",ProfumeriaWeb,
29/01/2026,29/01/2026,Bulgari Man in Black Eau de Parfum 100ml,153225,33,"€ 135,38",Brasty,"€ 79,56",Notino,"84,64",Parfumdreams,"94,71",Jasmine Parfums,
29/01/2026,29/01/2026,Bulgari Man in Black Eau de Parfum 60ml,165350,13,"€ 82,18",Brasty,"€ 65,74",Notino,"66,88",Brasty,"69,74",Jasmine Parfums,
29/01/2026,29/01/2026,Bulgari Man Terrae Essence Eau de Parfum 100ml,135494,9,"€ 109,57",Flaconi,"€ 80,39",Redcare,"84,33",Profumo Mania,"94,8",Parfumdreams,
29/01/2026,29/01/2026,Bulgari Pour Homme Eau de Parfum 50ml,153151,8,"€ 75,76",Notino,"€ 59,44",Brasty,"62,09",Parfumdreams,"62,39",My Beauty Self,
29/01/2026,29/01/2026,Burberry Goddess Parfum For Her 30ml,164171,6,"€ 57,85",Notino,"€ 52,72",Profumerie Cirrottola,"52,89",Ideabellezza,"52,9",Profumerie Mallardo,
29/01/2026,29/01/2026,Chanel Chance Eau Fraiche Eau de Toilette 150ml,153224,9,"€ 160,37",Profumerie Mallardo,"€ 90,50",Sensation Profumerie,"105,49",Marionnaud,124,Profumerie Mallardo,
29/01/2026,29/01/2026,Chanel Cristalle Eau de Parfum 100ml,151108,2,"€ 132,72",Profumerie Mallardo,"€ 130,00",Sensation Profumerie,"132,72",Sensation Profumerie,"132,72",Profumeria Ideale,
29/01/2026,29/01/2026,Chanel Les Beiges Touche De Teint BD121,138293,2,"€ 53,95",Profumerie Mallardo,"€ 50,50",Sensation Profumerie,"53,95",Sabbioni,"58,44",Pinalli,
29/01/2026,29/01/2026,Clarins Everlasting Correttore 02 Light Medium,131780,3,"€ 23,45",Bontempo Profumi,"€ 21,87",Ideabellezza,"22,6",Sensation Profumerie,"23,45",Clementi Profumi,
29/01/2026,29/01/2026,Clarins Everlasting Youth Fluid Fondotinta 113 Chestnut,126370,2,"€ 38,19",Bontempo Profumi,"€ 35,61",Sensation Profumerie,"38,19",Profumeria Dragone,"38,5",Rizzi Profumerie,
29/01/2026,29/01/2026,Clarins Gommage Esfoliante Rinnovatore 200ml,158494,13,"€ 42,88",Notino,"€ 31,70",Sabbioni,"34,3",Rizzi Profumerie,"34,3",Profumeria Dragone,
29/01/2026,29/01/2026,Clarins Skin Illusion Velvet Fondotinta Idratante 107C,136074,4,"€ 36,18",Profumeria Dragone,"€ 30,10",Greta Profumerie,"32,4",Bontempo Profumi,"33,74",Sensation Profumerie,
29/01/2026,29/01/2026,Clarins Skin Illusion Velvet Fondotinta Idratante 108.5W,136076,2,"€ 36,18",Rizzi Profumerie,"€ 32,40",Sensation Profumerie,"36,18",Profumeria Dragone,"37,8",Bontempo Profumi,
29/01/2026,29/01/2026,Clarins Skin Illusion Velvet Fondotinta Idratante 108W,136075,4,"€ 36,18",Profumeria Ideale,"€ 30,05",Bontempo Profumi,"33,74",Profumeria Dragone,35,Sensation Profumerie,
29/01/2026,29/01/2026,Clinique Smart Clinical Repair Wrinkle Correcting Serum 100ml,136016,3,"€ 103,36",Sabbioni,"€ 91,28",Profumerie Cirrottola,"92,08",Sensation Profumerie,"103,36",Bontempo Profumi,
29/01/2026,29/01/2026,Collistar Bende Rassodanti Liftanti 2 buste,144532,10,"€ 27,00",Sabbioni,"€ 22,50",Ditano,"22,5",Estasi Profumerie,"22,5",Profumeria Lady,
29/01/2026,29/01/2026,Collistar Idroattiva+ Anti-pollution Crema Idratante Colorata N2 Medio,152429,2,"€ 22,80",Profumerie Cirrottola,"€ 19,66",Sensation Profumerie,"22,8",Bontempo Profumi,"22,83",Parfumdreams,
29/01/2026,29/01/2026,Collistar Lift HD+ Fondotinta Liftante Levigante 0 Avorio,147491,6,"€ 17,40",Casa del Profumo,"€ 15,45",Notino,"17,1",Bontempo Profumi,"17,28",ProfumeriaWeb,
29/01/2026,29/01/2026,Collistar Matita Kajal,152410,12,"€ 14,40",Profumerie Cirrottola,"€ 11,96",Profumerie Cirrottola,"11,96",Profumerie Cirrottola,"12,98",Bontempo Profumi,
29/01/2026,29/01/2026,Collistar Rossetto Puro 104 Rosa Lampone,137271,5,"€ 17,70",Greta Profumerie,"€ 15,68",Profumerie Cirrottola,"15,72",ProfumeriaWeb,"16,08",Bontempo Profumi,
29/01/2026,29/01/2026,Collistar Rossetto Puro 107 Peony Tatto,137274,3,"€ 17,70",Profumerie Cirrottola,"€ 16,30",Bontempo Profumi,"17,65",Sensation Profumerie,"17,7",Marisa Profumerie,
29/01/2026,29/01/2026,Collistar Rossetto Puro Matte Refill 114 Warm Mauve,144591,5,"€ 15,00",Profumerie Cirrottola,"€ 11,43",Bontempo Profumi,"13,46",Greta Profumerie,"13,48",Marionnaud,
29/01/2026,29/01/2026,Diego dalla Palma Il Rossetto Creamy Refill 10 My obsession,144621,4,"€ 14,00",Profumerie Cirrottola,"€ 12,31",Redcare,"13,39",Bontempo Profumi,"13,51",Sensation Profumerie,
29/01/2026,29/01/2026,Diego dalla Palma Makeupstudio Fondotinta Alta Coprenza Lunga Tenuta 211 Beige Chiaro,103953,6,"€ 28,00",Bontempo Profumi,"€ 22,52",Profumerie Cirrottola,"23,61",Rizzi Profumerie,24,Amazon,
29/01/2026,29/01/2026,Diego dalla Palma Matita labbra Temperabile 62 Rosso mattone,102909,7,"€ 17,15",Bontempo Profumi,"€ 14,18",Greta Profumerie,"14,7",Profumerie Cirrottola,"14,75",Antica farmacia Orlandi,
29/01/2026,29/01/2026,Diego dalla Palma Matita Occhi 24 03 Grigio,102816,5,"€ 17,15",Bontempo Profumi,"€ 14,18",Profumerie Cirrottola,"14,75",Ideabellezza,"16,4",Antica farmacia Orlandi,
29/01/2026,29/01/2026,Diego dalla Palma Matita Occhi 24 24 Verde Bosco,102827,5,"€ 17,15",Bontempo Profumi,"€ 14,18",Profumerie Cirrottola,"14,75",Ideabellezza,"16,4",Antica farmacia Orlandi,
29/01/2026,29/01/2026,Diego dalla Palma Matita Occhi Waterproof 40 Nero,102899,6,"€ 17,15",Profumerie Cirrottola,"€ 16,38",Ideabellezza,"16,4",Antica farmacia Orlandi,"16,44",Bontempo Profumi,
29/01/2026,29/01/2026,Diego dalla Palma Mytoyboy Eyeliner 51 Nero,149973,6,"€ 18,83",Profumerie Cirrottola,"€ 17,47",Farmacia Soccavo,"17,68",Agata profumerie,"17,9",Ideabellezza,
